Active Date,COUNTY,LEGAL NAME,INSTITUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE DESCRIPTION,GRADE ORGANIZATION DESCRIPTION,MAILING ADDRESS,MAIL CITY,STATE,ZIP
7/1/80,KINGS,PS 215 MORRIS H WEISS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,415 AVE S,BROOKLYN,NY,11223
7/1/80,KINGS,PS 216 ARTURO TOSCANINI,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,350 AVE X,BROOKLYN,NY,11223
7/1/80,KINGS,IS 228 DAVID A BOODY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,228 AVE S,BROOKLYN,NY,11223
7/1/80,KINGS,PS 238 ANNE SULLIVAN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1633 E 8TH ST,BROOKLYN,NY,11223
7/1/03,KINGS,JOHN DEWEY HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,50 AVE X,BROOKLYN,NY,11223
7/1/80,KINGS,OUR LADY OF GRACE CATHOLIC ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,385 AVE W,BROOKLYN,NY,11223
7/1/07,KINGS,YESHIVAT MAGEN ABRAHAM,NON-PUBLIC SCHOOLS,JEWISH,Senior High,723 AVE Z,BROOKLYN,NY,11223
7/1/10,KINGS,YESHIVAT DARCHEI ERES INC,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,2533 CONEY ISLAND AVE,BROOKLYN,NY,11223
7/1/80,KINGS,MAGEN DAVID YESH-ISAAC SHLM E,NON-PUBLIC SCHOOLS,JEWISH,Elementary,2130 MCDONALD AVE,BROOKLYN,NY,11223
7/1/80,KINGS,ATERET TORAH CENTER,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,901 QUENTIN RD,BROOKLYN,NY,11223
7/1/88,KINGS,BET YAAKOV ATERET TORAH,NON-PUBLIC SCHOOLS,JEWISH,Elementary,2166 CONEY ISLAND AVE,BROOKLYN,NY,11223
7/1/90,KINGS,BET YAKOV ATERET TORAH HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,2166 CONEY ISLAND AVE,BROOKLYN,NY,11223
7/1/94,KINGS,GESHER YEHUDA,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,49 AVE T,BROOKLYN,NY,11223
7/1/94,KINGS,TORAH ACADEMY HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,2066 E 9TH ST,BROOKLYN,NY,11223
7/1/02,KINGS,BIG APPLE INSTITUTE INC,NON-PUBLIC SCHOOLS,JEWISH,Elementary,2937 86TH ST,BROOKLYN,NY,11223
7/1/97,KINGS,AHABA VE AHVA CONG AND YESHIVA,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,2001 E 7TH ST,BROOKLYN,NY,11223
7/1/00,KINGS,B'NOT RACHEL HIGH SCHOOL FOR GIRLS,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1950 E 7TH ST,BROOKLYN,NY,11223
7/1/09,KINGS,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Junior Senior School,294 AVE T,BROOKLYN,NY,11223
7/1/80,KINGS,MIRRER YESHIVA HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1795 OCEAN PKY,BROOKLYN,NY,11223
7/1/80,KINGS,MIRRER YESHIVA ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1795 OCEAN PKY,BROOKLYN,NY,11223
7/1/80,KINGS,PS 370,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,3000 W 1ST ST,BROOKLYN,NY,11224
7/1/80,KINGS,NEW YORK CITY GEOGRAPHIC DISTRICT #21,SCHOOL DISTRICTS,CITY,NA,501 WEST AVE,BROOKLYN,NY,11224
7/1/03,KINGS,PS 90 EDNA COHEN SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2840 W 12TH ST,BROOKLYN,NY,11224
7/1/80,KINGS,PS 188 MICHAEL E BERDY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,3314 NEPTUNE AVE,BROOKLYN,NY,11224
7/1/03,KINGS,MARK TWAIN IS 239 FOR THE GIFTED AND TALENTED,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,2401 NEPTUNE AVE,BROOKLYN,NY,11224
7/1/80,KINGS,PS 288 SHIRLEY TANYHILL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2950 W 25TH ST,BROOKLYN,NY,11224
7/1/80,KINGS,IS 303 HERBERT S EISENBERG,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,501 WEST AVE,BROOKLYN,NY,11224
7/1/80,KINGS,PS 329 SURFSIDE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2929 W 30TH ST,BROOKLYN,NY,11224
7/1/05,KINGS,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,521 WEST AVE,BROOKLYN,NY,11224
7/1/07,KINGS,LIBERATION DIPLOMA PLUS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,2865 W 19TH ST,BROOKLYN,NY,11224
7/1/03,KINGS,MS 61 DR GLADSTONE H ATWELL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,400 EMPIRE BLVD,BROOKLYN,NY,11225
7/1/80,KINGS,PS 161 CROWN (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,330 CROWN ST,BROOKLYN,NY,11225
7/1/80,KINGS,PS 241 EMMA L JOHNSTON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,976 PRESIDENT ST,BROOKLYN,NY,11225
7/1/05,KINGS,EBBETS FIELD MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,46 MCKEEVER PL,BROOKLYN,NY,11225
7/1/03,KINGS,PS 375 JACKIE ROBINSON SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,46 MCKEEVER PL,BROOKLYN,NY,11225
7/1/00,KINGS,W E B DUBOIS ACADEMIC HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,402 EASTERN PKWY,BROOKLYN,NY,11225
7/1/04,KINGS,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,883 CLASSON AVE,BROOKLYN,NY,11225
7/1/04,KINGS,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,883 CLASSON AVE,BROOKLYN,NY,11225
7/1/03,KINGS,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,883 CLASSON AVE,BROOKLYN,NY,11225
7/1/03,KINGS,BROOKLYN SCHOOL FOR MUSIC & THEATER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,883 CLASSON AVE,BROOKLYN,NY,11225
7/1/03,KINGS,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,1186 CARROLL ST,BROOKLYN,NY,11225
7/1/80,KINGS,CLARA BARTON HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,901 CLASSON AVE,BROOKLYN,NY,11225
7/1/80,KINGS,SAINT FRANCIS OF ASSISI CATHOLIC ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,400 LINCOLN RD,BROOKLYN,NY,11225
7/1/80,KINGS,BETH RIVKAH HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,310 CROWN ST,BROOKLYN,NY,11225
7/1/07,KINGS,BNOS CHOMESH ACADEMY,NON-PUBLIC SCHOOLS,JEWISH,Senior High,540 E NEW YORK AVE,BROOKLYN,NY,11225
7/1/80,KINGS,BETH RIVKAH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Elementary,310 CROWN ST,BROOKLYN,NY,11225
7/1/04,KINGS,M A C A D E M Y,NON-PUBLIC SCHOOLS,CHRISTIAN FUNDAMENTALIST,Elementary,1313 UNION ST,BROOKLYN,NY,11225
7/1/13,KINGS,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,330 CROWN ST,BROOKLYN,NY,11225
7/1/07,KINGS,MARY BOBB LEARNING ACADEMY,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,1187 NOSTRAND AVE,BROOKLYN,NY,11225
7/1/14,KINGS,LEFFERTS GARDENS MONTESSORI,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,559 ROGERS AVE,BROOKLYN,NY,11225
7/1/80,KINGS,SAINT FRANCIS DE SALES SCHOOL FOR THE DEAF IN BROOKLYN,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,260 EASTERN PKY,BROOKLYN,NY,11225
7/1/03,KINGS,PS 141,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,655 PARKSIDE AVE,BROOKLYN,NY,11226
7/1/94,KINGS,PARKSIDE PREPARATORY ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,655 PARKSIDE AVE,BROOKLYN,NY,11226
7/1/93,KINGS,NORMA ADAMS CLEMONS ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,43 SNYDER AVE,BROOKLYN,NY,11226
7/1/02,KINGS,PS 92 ADRIAN HEGEMAN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,601 PARKSIDE AVE,BROOKLYN,NY,11226
7/1/80,KINGS,MS 246 WALT WHITMAN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,72 VERONICA PL,BROOKLYN,NY,11226
7/1/80,KINGS,PS 249 CATON (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,18 MARLBOROUGH RD,BROOKLYN,NY,11226
7/1/80,KINGS,PS 399 STANLEY EUGENE CLARKE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2707 ALBERMARLE RD,BROOKLYN,NY,11226
7/1/06,KINGS,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,911 FLATBUSH AVE,BROOKLYN,NY,11226
7/1/06,KINGS,ACADEMY OF HOSPITALITY AND TOURISM,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,911 FLATBUSH AVE,BROOKLYN,NY,11226
7/1/04,KINGS,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,911 FLATBUSH AVE,BROOKLYN,NY,11226
7/1/03,KINGS,"SCIENCE, TECHNOLOGY & RESEARCH HIGH SCHOOL AT ERASMUS",PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,911 FLATBUSH AVE,BROOKLYN,NY,11226
7/1/80,KINGS,SAINT GREGORY THE GREAT CATHOLIC ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,2520 CHURCH AVE,BROOKLYN,NY,11226
7/1/02,KINGS,EXPLORE CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,655 PARKSIDE AVE,BROOKLYN,NY,11226
7/1/03,KINGS,PS 139 ALEXINE A FENTY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,330 RUGBY RD,BROOKLYN,NY,11226
7/1/93,KINGS,PS 245,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,249 E 17TH ST,BROOKLYN,NY,11226
7/1/98,KINGS,PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,3109 NEWKIRK AVE,BROOKLYN,NY,11226
7/1/14,KINGS,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,465 E 29TH ST,BROOKLYN,NY,11226
7/1/80,KINGS,PS 112 LEFFERTS PARK,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,7115 15TH AVE,BROOKLYN,NY,11228
7/1/80,KINGS,PS 127 MCKINLEY PARK,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,7805 7TH AVE,BROOKLYN,NY,11228
7/1/03,KINGS,JHS 201 DYKER HEIGHTS (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,8010 12TH AVE,BROOKLYN,NY,11228
7/1/03,KINGS,PS 204 VINCE LOMBARDI,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,8101 15TH AVE,BROOKLYN,NY,11228
7/1/80,KINGS,PS 229 DYKER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1400 BENSON AVE,BROOKLYN,NY,11228
7/1/80,KINGS,JHS 259 WILLIAM MCKINLEY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,7301 FT HAMILTON PKWY,BROOKLYN,NY,11228
7/1/80,KINGS,SAINT BERNADETTE CATHOLIC ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,1313 83RD ST,BROOKLYN,NY,11228
7/1/80,KINGS,SAINT EPHREM SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,924 74TH ST,BROOKLYN,NY,11228
7/1/80,KINGS,OUR LADY OF GUADALUPE CATHOLIC ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,1514 72ND ST,BROOKLYN,NY,11228
7/1/80,KINGS,LEIF ERICSON DAY SCHOOL,NON-PUBLIC SCHOOLS,LUTHERAN,Elementary,1037 72ND ST,BROOKLYN,NY,11228
7/1/80,KINGS,POLYTECH PREP COUNTRY DAY SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,9216 7TH AVE,BROOKLYN,NY,11228
7/1/80,KINGS,PS 100 CONEY ISLAND SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2951 W 3RD ST,BROOKLYN,NY,11229
7/1/80,KINGS,PS 153 HOMECREST,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1970 HOMECREST AVE,BROOKLYN,NY,11229
7/1/85,KINGS,BNOS ISRAEL OF EAST FLATBUSH,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1629 E 15TH ST,BROOKLYN,NY,11229
7/1/97,KINGS,YESHIVAT OR HATORAH,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,2119 HOMECREST AVE,BROOKLYN,NY,11229
7/1/10,KINGS,BECEC INC,NON-PUBLIC SCHOOLS,INDEPENDENT,Pre-K Only,1981 HOMECREST AVE,BROOKLYN,NY,11229
7/1/80,KINGS,WINDMILL MONTESSORI SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,1317 AVE T,BROOKLYN,NY,11229
7/1/80,KINGS,PS 194 RAOUL WALLENBERG,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,3117 AVE W,BROOKLYN,NY,11229
7/1/03,KINGS,PS 206 JOSEPH F LAMB,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2200 GRAVESEND NECK RD,BROOKLYN,NY,11229
7/1/80,KINGS,JHS 234 ARTHUR W CUNNINGHAM,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,1875 E 17TH ST,BROOKLYN,NY,11229
7/1/80,KINGS,PS 255 BARBARA REING SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1866 E 17TH ST,BROOKLYN,NY,11229
7/1/80,KINGS,PS 277 GERRITSEN BEACH,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2529 GERRITSEN AVE,BROOKLYN,NY,11229
7/1/80,KINGS,JHS 278 MARINE PARK,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,1925 STUART ST,BROOKLYN,NY,11229
7/1/03,KINGS,JAMES MADISON HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,3787 BEDFORD AVE,BROOKLYN,NY,11229
7/1/80,KINGS,SAINT EDMUND PREPARATORY HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Senior High,2474 OCEAN AVE,BROOKLYN,NY,11229
7/1/80,KINGS,SAINT EDMUND ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,1902 AVE T,BROOKLYN,NY,11229
7/1/80,KINGS,GOOD SHEPHERD CATHOLIC ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - BROOKLYN DIOCESE,Elementary,1943 BROWN ST,BROOKLYN,NY,11229
7/1/04,KINGS,YESHIVAT OHEL TORAH,NON-PUBLIC SCHOOLS,JEWISH,Elementary,2600 OCEAN AVE,BROOKLYN,NY,11229
1/13/93,KINGS,YESHIVA BAIS CHAYA ESTHER,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1305 AVE R,BROOKLYN,NY,11229
7/1/12,KINGS,YESHIVA OHR YISRAEL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,2940 AVE P,BROOKLYN,NY,11229
7/1/14,KINGS,MERCAZ GAN OF FLATBUSH/YESHIVA OHEL SARAH,NON-PUBLIC SCHOOLS,JEWISH,Elementary,2221 AVE R,BROOKLYN,NY,11229
7/1/80,KINGS,PROSPECT PARK BNOS LEAH HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1601 AVE R,BROOKLYN,NY,11229
7/1/84,KINGS,PROSPECT PARK YESHIVA,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1784 E 17TH ST,BROOKLYN,NY,11229
7/1/80,KINGS,YESHIVA DERECH HATORAH,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,2810 NOSTRAND AVE,BROOKLYN,NY,11229
7/1/80,KINGS,YESHIVA AHAVAS TORAH,NON-PUBLIC SCHOOLS,JEWISH,Elementary,2961 NOSTRAND AVE,BROOKLYN,NY,11229
7/1/96,KINGS,NEFESH ACADEMY,NON-PUBLIC SCHOOLS,JEWISH,Senior High,2005 E 17TH ST,BROOKLYN,NY,11229
7/1/00,KINGS,CONGREGATION LEV BAIS YAAKOV,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,3574 NOSTRAND AVE,BROOKLYN,NY,11229
7/1/03,KINGS,YESHIVAT SHAARE RAHAMIM,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1244 E 7TH ST,BROOKLYN,NY,11230
7/1/05,KINGS,MESIVTA SHOLOM SCHACHNA,NON-PUBLIC SCHOOLS,JEWISH,Senior High,401 ELMWOOD AVE,BROOKLYN,NY,11230
7/1/80,KINGS,BETH JACOB SCHOOL FOR GIRLS,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,85 PARKVILLE AVE,BROOKLYN,NY,11230
7/1/80,KINGS,HEBREW INSTITUTE FOR THE DEAF,NON-PUBLIC SCHOOLS,JEWISH,Pre-K Only,1401 AVE I,BROOKLYN,NY,11230
7/1/94,KINGS,CHEDER (THE),NON-PUBLIC SCHOOLS,JEWISH,Elementary,129 ELMWOOD AVE,BROOKLYN,NY,11230
7/1/80,KINGS,BROOKLYN SDA ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,SEVENTH-DAY ADVENTIST,Elementary,1260 OCEAN AVE,BROOKLYN,NY,11230
7/1/80,KINGS,PS 99 ISAAC ASIMOV,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1120 E 10TH ST,BROOKLYN,NY,11230
7/1/80,KINGS,PS 199 FREDERICK WACHTEL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1100 ELM AVE,BROOKLYN,NY,11230
7/1/03,KINGS,EDWARD R MURROW HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,1600 AVE L,BROOKLYN,NY,11230
7/1/80,KINGS,LUBAVITCHER SCHOOL CHABAD,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,841 OCEAN PKY,BROOKLYN,NY,11230
7/1/80,KINGS,MESIVTA YESHIVA RABBI CHAIM BERLIN,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1585 CONEY ISLAND AVE,BROOKLYN,NY,11230
7/1/80,KINGS,LUBAVITCHER HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,841-853 OCEAN PKY,BROOKLYN,NY,11230
7/1/08,KINGS,BNOT CHAYA ACADEMY,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1012 AVE I,BROOKLYN,NY,11230
7/1/10,KINGS,BAIS YAAKOV OZ VEHODAR,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1430 LOCUST AVE,BROOKLYN,NY,11230
7/1/14,KINGS,PATHWAY STUDY CENTER INC (THE),NON-PUBLIC SCHOOLS,JEWISH,Special School,1305 CONEY ISLAND AVE,BROOKLYN,NY,11230
7/1/14,KINGS,YESHIVA YESODEI HACHAIM,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1326 OCEAN PKWY,BROOKLYN,NY,11230
7/1/15,KINGS,YESHIVA MACHZIKEI HADAS 2,NON-PUBLIC SCHOOLS,JEWISH,Other,841 OCEAN PKWY,BROOKLYN,NY,11230
7/1/80,KINGS,YESHIVA OF BROOKLYN,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,1470-74 OCEAN PKY,BROOKLYN,NY,11230
7/1/80,KINGS,YESHIVA RABBI CHAIM BERLIN,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1310 AVE I,BROOKLYN,NY,11230
7/1/80,KINGS,YESHIVAH OF FLATBUSH ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Elementary,919 E 10TH ST,BROOKLYN,NY,11230
7/1/80,KINGS,BAIS YAAKOV ACADEMY,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,1213 ELM AVE,BROOKLYN,NY,11230
7/1/80,KINGS,SHULAMITH  OF BROOKLYN,NON-PUBLIC SCHOOLS,JEWISH,Senior High,60 WEST END AVE,BROOKLYN,NY,11230
7/1/80,KINGS,SHAARE TORAH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,1680 CONEY ISLAND AVE,BROOKLYN,NY,11230
7/1/80,KINGS,CONGREGATION OHR SHRAGA D'VERETZKY,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,1102 AVE L,BROOKLYN,NY,11230
7/1/97,KINGS,BET YAAKOV OHR SARAH,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,1123 AVE N-APT 2B,BROOKLYN,NY,11230
7/1/05,KINGS,IMAGINE ACADEMY,NON-PUBLIC SCHOOLS,INDEPENDENT,Special School,1458 E 14TH ST,BROOKLYN,NY,11230
7/1/05,KINGS,REACH FOR THE STARS LEARNING CENTER,NON-PUBLIC SCHOOLS,INDEPENDENT,Special School,1523 AVE M #2,BROOKLYN,NY,11230
7/1/03,KINGS,PS 217 COLONEL DAVID MARCUS SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1100 NEWKIRK AVE,BROOKLYN,NY,11230
7/1/80,KINGS,YESHIVA OF FLATBUSH-JOEL BRAVERMAN HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1609 AVE J,BROOKLYN,NY,11230
7/1/02,KINGS,YESHIVAT SHAARE TORAH HIGH SCHOOL FOR GIRLS,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1768 OCEAN AVE,BROOKLYN,NY,11230
7/1/07,KINGS,MASORES BAIS YAAKOV HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1395 OCEAN AVE,BROOKLYN,NY,11230
7/1/08,KINGS,KOLLEL ZICHRON YOSEF,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1524 E 17TH ST,BROOKLYN,NY,11230
7/1/00,KINGS,JOSEPH S GRUSS YESHIVA HIGH SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Senior High,1904 AVE N,BROOKLYN,NY,11230
7/1/00,KINGS,YESHIVA TORAS EMES KAMENITZ,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1904 AVE N,BROOKLYN,NY,11230
7/1/89,KINGS,MASORES BAIS YAAKOV ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Elementary,1395 OCEAN AVE,BROOKLYN,NY,11230
7/1/02,KINGS,YEAHIVA BIRCHAS SHMUEL,NON-PUBLIC SCHOOLS,JEWISH,Junior Senior School,1214 E 15TH ST,BROOKLYN,NY,11230
7/1/10,KINGS,BROOKLYN DREAMS CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,259 PARKVILLE AVE,BROOKLYN,NY,11230
7/1/80,KINGS,PS 15 PATRICK F DALY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,71 SULLIVAN ST,BROOKLYN,NY,11231
7/1/03,KINGS,PS 32 SAMUELS MILLS SPROLE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,317 HOYT ST,BROOKLYN,NY,11231
7/1/80,KINGS,PS 58 CARROLL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,330 SMITH ST,BROOKLYN,NY,11231
7/1/91,KINGS,BROOKLYN NEW SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,610 HENRY ST,BROOKLYN,NY,11231
7/1/03,KINGS,MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,317 HOYT ST,BROOKLYN,NY,11231
7/1/03,KINGS,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,610 HENRY ST,BROOKLYN,NY,11231
7/1/09,KINGS,RED HOOK NEIGHBORHOOD SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,27 HUNTINGTON ST,BROOKLYN,NY,11231
7/1/03,KINGS,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,173 CONOVER ST,BROOKLYN,NY,11231
7/1/95,KINGS,HANNAH SENESH COMMUNITY SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Elementary,342 SMITH ST,BROOKLYN,NY,11231
7/1/08,KINGS,PAVE ACADEMY CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,732 HENRY ST,BROOKLYN,NY,11231
7/1/09,KINGS,SUMMIT ACADEMY CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Junior Senior School,27 HUNTINGTON ST,BROOKLYN,NY,11231
